NAME,S1901_C01_001E,S1901_C01_013E
ZCTA5 77007,20930,170438
ZCTA5 92663,10574,170390
ZCTA5 33331,7357,170376
ZCTA5 48230,6520,170376
ZCTA5 28173,18077,170349
ZCTA5 55436,5809,170292
ZCTA5 15238,5314,170167
ZCTA5 19372,698,170163
ZCTA5 11780,5707,170113
ZCTA5 25567,230,170104
ZCTA5 98024,2293,170052
ZCTA5 07418,926,169953
ZCTA5 10994,2619,169947
ZCTA5 21120,2202,169841
ZCTA5 29401,3936,169820
ZCTA5 12503,226,169810
ZCTA5 07661,4119,169764
ZCTA5 03755,2713,169631
ZCTA5 10984,910,169572
ZCTA5 91377,5033,169474
ZCTA5 94089,8351,169449
ZCTA5 11963,2832,169429
ZCTA5 20112,8316,169371
ZCTA5 11783,6952,169355
ZCTA5 01720,8527,169321
ZCTA5 43021,3977,169292
ZCTA5 66085,3442,169261
ZCTA5 92782,8129,169214
ZCTA5 20689,668,169125
ZCTA5 98065,5415,169105
ZCTA5 58047,1552,169103
ZCTA5 80007,5617,169074
ZCTA5 11231,15871,169055
ZCTA5 53122,2190,169015
ZCTA5 94116,16019,168985
ZCTA5 94922,187,168801
ZCTA5 01093,129,168735
ZCTA5 77479,29628,168713
ZCTA5 92131,12127,168712
ZCTA5 79527,70,168649
ZCTA5 33330,4569,168627
ZCTA5 21704,5058,168575
ZCTA5 55410,8083,168516
ZCTA5 73116,4250,168499
ZCTA5 77494,38439,168443
ZCTA5 28211,12897,168428
ZCTA5 77381,13027,168408
ZCTA5 19073,7920,168382
ZCTA5 46301,340,168369
ZCTA5 10709,3479,168352
ZCTA5 80914,50,168318
ZCTA5 77345,9440,168286
ZCTA5 60523,4212,168159
ZCTA5 20176,17048,168157
ZCTA5 14032,3631,168114
ZCTA5 81611,4378,168074
ZCTA5 11747,7181,168013
ZCTA5 22032,9937,167863
ZCTA5 01775,2569,167832
ZCTA5 30075,20979,167699
ZCTA5 33957,3919,167697
ZCTA5 02458,4836,167635
ZCTA5 12427,153,167624
ZCTA5 91030,9671,167620
ZCTA5 55446,9752,167586
ZCTA5 21409,7274,167568
ZCTA5 02460,3717,167466
ZCTA5 11710,11177,167465
ZCTA5 02339,4663,167440
ZCTA5 08515,1675,167421
ZCTA5 67230,3911,167406
ZCTA5 60113,116,167374
ZCTA5 19031,1648,167372
ZCTA5 73007,907,167327
ZCTA5 89138,6531,167262
ZCTA5 03871,124,167170
ZCTA5 08736,5188,167153
ZCTA5 08247,506,167108
ZCTA5 11718,1022,167084
ZCTA5 48324,6516,167077
ZCTA5 40026,1949,166985
ZCTA5 11021,7623,166860
ZCTA5 34786,14966,166800
ZCTA5 78027,230,166681
ZCTA5 68007,4443,166660
ZCTA5 45208,8575,166533
ZCTA5 10605,7645,166510
ZCTA5 02129,9390,166500
ZCTA5 20615,219,166447
ZCTA5 11790,4352,166275
ZCTA5 95131,9869,166227
ZCTA5 04105,4700,166220
ZCTA5 11570,10516,166176
ZCTA5 10001,13311,166167
ZCTA5 79748,71,166148
ZCTA5 98117,15301,166123
ZCTA5 90291,14420,166091
ZCTA5 78669,5185,166082
ZCTA5 07009,4525,166075
ZCTA5 03031,4339,166046
ZCTA5 44236,9182,166037
ZCTA5 94965,6157,165879
ZCTA5 94061,13332,165799
ZCTA5 60184,874,165705
ZCTA5 20878,22990,165642
ZCTA5 08844,14039,165522
ZCTA5 23226,7322,165512
ZCTA5 55613,116,165507
ZCTA5 92118,8672,165468
ZCTA5 94515,2772,165466
ZCTA5 06756,968,165466
ZCTA5 22720,323,165448
ZCTA5 23354,89,165442
ZCTA5 07016,9079,165377
ZCTA5 76262,14732,165336
ZCTA5 01886,8544,165288
ZCTA5 11962,122,165268
ZCTA5 98052,28404,165241
ZCTA5 71111,17971,165198
ZCTA5 98019,4042,165136
ZCTA5 33140,9002,165133
ZCTA5 60540,15895,165121
ZCTA5 92610,5774,165074
ZCTA5 68069,1231,165066
ZCTA5 91381,6624,165015
ZCTA5 20117,1108,165002
ZCTA5 08528,50,164944
ZCTA5 60514,4033,164885
ZCTA5 18034,3159,164883
ZCTA5 10567,6473,164871
ZCTA5 43065,14927,164849
ZCTA5 07834,6820,164831
ZCTA5 07656,3315,164821
ZCTA5 31411,4332,164775
ZCTA5 01951,1477,164732
ZCTA5 14534,11972,164690
ZCTA5 78015,5658,164652
ZCTA5 07042,10054,164593
ZCTA5 68523,489,164544
ZCTA5 95391,5328,164452
ZCTA5 30022,24092,164348
ZCTA5 01254,427,164330
ZCTA5 01106,5894,164319
ZCTA5 46033,14301,164203
ZCTA5 75182,1873,164192
ZCTA5 22627,333,164163
ZCTA5 07058,2114,164149
ZCTA5 21770,1898,164129
ZCTA5 11777,3526,164044
ZCTA5 60527,11286,164023
ZCTA5 28226,15646,164009
ZCTA5 07871,7167,163995
ZCTA5 03110,7912,163986
ZCTA5 20003,14196,163828
ZCTA5 90068,11723,163696
ZCTA5 30005,13492,163691
ZCTA5 11977,886,163667
ZCTA5 55001,1185,163640
ZCTA5 03750,315,163429
ZCTA5 94030,7959,163425
ZCTA5 02053,4712,163387
ZCTA5 11709,2572,163353
ZCTA5 07435,1144,163274
ZCTA5 53183,1014,163268
ZCTA5 08062,5467,163201
ZCTA5 02462,527,163191
ZCTA5 11040,13078,163186
ZCTA5 48167,9391,163135
ZCTA5 78737,6280,162987
ZCTA5 60203,1520,162970
ZCTA5 33316,5042,162905
ZCTA5 19106,7625,162885
ZCTA5 75013,14967,162876
ZCTA5 90292,12817,162869
ZCTA5 55359,2264,162863
ZCTA5 94548,127,162863
ZCTA5 80023,8269,162835
ZCTA5 20136,8954,162834
ZCTA5 01983,2159,162811
ZCTA5 53017,1977,162755
ZCTA5 01864,5824,162654
ZCTA5 10985,43,162647
ZCTA5 92106,7565,162638
ZCTA5 08840,5957,162636
ZCTA5 15143,8757,162607
ZCTA5 95148,12269,162601
ZCTA5 20855,5487,162600
ZCTA5 55317,8002,162588
ZCTA5 08003,10884,162489
ZCTA5 75032,11546,162457
ZCTA5 98177,8178,162366
ZCTA5 60585,7557,162340
ZCTA5 03033,1738,162222
ZCTA5 06443,6789,162157
ZCTA5 95035,22207,162133
ZCTA5 55364,6542,162042
ZCTA5 19426,12839,161942
ZCTA5 10507,2140,161886
ZCTA5 13331,33,161885
ZCTA5 19002,11620,161793
ZCTA5 96146,454,161758
ZCTA5 98110,10170,161748
ZCTA5 60044,4284,161713
ZCTA5 08530,2958,161712
ZCTA5 15086,188,161712
ZCTA5 07092,2544,161711
ZCTA5 01541,1267,161710
ZCTA5 95650,5570,161688
ZCTA5 11978,1210,161675
ZCTA5 02835,2387,161627
ZCTA5 97231,1675,161621
ZCTA5 34760,255,161575
ZCTA5 85377,1773,161557
ZCTA5 91362,13813,161489
ZCTA5 20147,22845,161487
ZCTA5 52228,1282,161355
ZCTA5 78738,6368,161351
ZCTA5 90064,11272,161321
ZCTA5 08056,1539,161309
ZCTA5 12115,33,161291
ZCTA5 20769,1900,161285
ZCTA5 75209,6807,161269
ZCTA5 80016,20148,161256
ZCTA5 50323,5123,161237
ZCTA5 78619,1907,161231
ZCTA5 08221,2523,161127
ZCTA5 58735,183,161111
ZCTA5 15090,9269,161069
ZCTA5 85259,10034,161030
ZCTA5 10607,2360,160887
ZCTA5 10707,3964,160879
ZCTA5 10519,83,160840
ZCTA5 98072,9646,160771
ZCTA5 33786,731,160761
ZCTA5 02554,3658,160727
ZCTA5 11782,5288,160640
ZCTA5 20187,5970,160631
ZCTA5 17041,93,160606
ZCTA5 21054,4054,160572
ZCTA5 01568,2753,160548
ZCTA5 20720,7624,160542
ZCTA5 16847,106,160533
ZCTA5 60126,17691,160509
ZCTA5 06783,958,160475
ZCTA5 11786,1882,160470
ZCTA5 22201,19717,160441
ZCTA5 44286,2473,160397
ZCTA5 03885,2869,160379
ZCTA5 18980,199,160375
ZCTA5 61884,398,160369
ZCTA5 92869,11348,160267
ZCTA5 80126,15383,160254
ZCTA5 21140,1450,160243
ZCTA5 22153,10445,160238
ZCTA5 84004,2851,160160
ZCTA5 95008,18038,160128
ZCTA5 02476,7558,160092
ZCTA5 31629,365,160058
ZCTA5 48069,1105,160051
ZCTA5 06437,8482,160026
ZCTA5 04237,139,159985
ZCTA5 12577,563,159980
ZCTA5 53092,8448,159972
ZCTA5 60490,6094,159927
ZCTA5 12136,267,159872
ZCTA5 92886,16661,159843
ZCTA5 11746,21696,159834
ZCTA5 84039,188,159827
ZCTA5 10604,3794,159821
ZCTA5 92677,25108,159805
ZCTA5 92823,1595,159791
ZCTA5 01969,2269,159756
ZCTA5 15044,10609,159589
ZCTA5 10535,105,159535
ZCTA5 60565,13568,159505
ZCTA5 08820,12535,159442
ZCTA5 75019,16190,159434
ZCTA5 92011,9445,159413
ZCTA5 11565,3278,159412
ZCTA5 97068,11267,159411
ZCTA5 95037,16586,159410
ZCTA5 20180,2589,159401
ZCTA5 07020,6046,159313
ZCTA5 83821,106,159274
ZCTA5 46032,20119,159203
ZCTA5 08525,1872,159197
ZCTA5 94104,228,159164
ZCTA5 23059,14547,159119
ZCTA5 20009,27898,159084
ZCTA5 33306,1729,159083
ZCTA5 07648,1945,159043
ZCTA5 55047,996,159014
ZCTA5 20151,6617,159005
ZCTA5 11787,11734,159002
ZCTA5 33556,8310,158971
ZCTA5 89448,827,158957
ZCTA5 60137,14287,158949
ZCTA5 19930,1612,158909
ZCTA5 20837,2084,158854
ZCTA5 20645,266,158845
ZCTA5 07980,899,158822
ZCTA5 90212,5728,158695
ZCTA5 98021,11534,158593
ZCTA5 52328,1169,158554
ZCTA5 30068,12547,158531
ZCTA5 07726,15792,158517
ZCTA5 20832,8458,158514
ZCTA5 08055,9895,158477
ZCTA5 98333,1368,158476
ZCTA5 50109,1244,158432
ZCTA5 06426,1587,158418
ZCTA5 87122,7045,158396
ZCTA5 84082,364,158300
ZCTA5 96825,10128,158292
ZCTA5 91024,4679,158259
ZCTA5 06905,7488,158246
ZCTA5 63017,16425,158239
ZCTA5 10962,1883,158187
ZCTA5 33301,8380,158132
ZCTA5 22015,14771,158092
ZCTA5 98027,12074,158050
ZCTA5 90278,15183,158019
ZCTA5 72916,3975,158011
ZCTA5 77389,12761,157984
ZCTA5 44139,8622,157903
ZCTA5 80304,11348,157820
ZCTA5 91354,10357,157798
ZCTA5 92075,5152,157797
ZCTA5 38028,2765,157780
ZCTA5 21754,2469,157758
ZCTA5 11793,10305,157726
ZCTA5 98296,10043,157711
ZCTA5 33131,11265,157682
ZCTA5 75035,25783,157641
ZCTA5 81239,87,157629
ZCTA5 10520,4994,157593
ZCTA5 72223,10087,157570
ZCTA5 85045,2587,157463
ZCTA5 32789,11187,157455
ZCTA5 89511,11651,157438
ZCTA5 90211,3912,157395
ZCTA5 33449,3765,157394
ZCTA5 07436,4248,157374
ZCTA5 53217,11918,157364
ZCTA5 55311,14360,157352
ZCTA5 68526,2507,157337
ZCTA5 07876,3307,157323
ZCTA5 03823,677,157287
ZCTA5 84092,9069,157206
ZCTA5 66208,9162,157169
ZCTA5 57224,48,157152
ZCTA5 18471,243,157127
ZCTA5 07470,18670,157096
ZCTA5 12844,114,157054
ZCTA5 17739,17,157000
ZCTA5 84108,7572,156943
ZCTA5 02138,14312,156896
ZCTA5 20905,5720,156878
ZCTA5 75214,16061,156805
ZCTA5 18077,935,156793
ZCTA5 85284,7406,156784
ZCTA5 95139,2136,156742
ZCTA5 92007,4522,156716
ZCTA5 12461,544,156704
ZCTA5 34105,7233,156598
ZCTA5 95118,11277,156462
ZCTA5 19343,2635,156413
ZCTA5 06482,4186,156182
ZCTA5 80116,1591,156164
ZCTA5 65754,226,156120
ZCTA5 61845,161,156117
ZCTA5 14618,8185,156076
ZCTA5 95132,12183,156061
ZCTA5 61528,1016,156061
ZCTA5 14135,30,156003
ZCTA5 76008,6479,155934
ZCTA5 01719,2259,155919
ZCTA5 19060,3660,155911
ZCTA5 11795,7969,155865
ZCTA5 80125,3806,155785
ZCTA5 92653,10475,155769
ZCTA5 07410,11488,155712
ZCTA5 90403,12901,155708
ZCTA5 11762,7740,155661
ZCTA5 33418,17185,155660
ZCTA5 55115,3539,155644
ZCTA5 07830,2721,155640
ZCTA5 07936,3765,155638
ZCTA5 27519,19516,155626
ZCTA5 06477,5013,155623
ZCTA5 94038,1125,155565
ZCTA5 19803,8386,155557
ZCTA5 08807,12996,155555
ZCTA5 94536,24879,155530
ZCTA5 06422,2932,155510
ZCTA5 19311,3115,155499
ZCTA5 11792,2984,155487
ZCTA5 21405,173,155458
ZCTA5 01938,5653,155373
ZCTA5 08691,6336,155354
ZCTA5 97229,25804,155336
ZCTA5 22315,11339,155315
ZCTA5 10038,10800,155311
ZCTA5 02356,4514,155300
ZCTA5 93111,6643,155288
ZCTA5 30309,15622,155264
ZCTA5 95003,10028,155261
ZCTA5 91403,11803,155202
ZCTA5 01245,382,155186
ZCTA5 01845,11226,155181
ZCTA5 20871,5723,155147
ZCTA5 07440,1583,155142
ZCTA5 02093,4290,155111
ZCTA5 06057,2364,155060
ZCTA5 93962,169,155031
ZCTA5 07836,4117,154974
ZCTA5 91364,10453,154972
ZCTA5 06470,5748,154917
ZCTA5 48236,11576,154826
ZCTA5 84664,2642,154814
ZCTA5 06084,5460,154757
ZCTA5 60932,130,154721
ZCTA5 95075,130,154645
ZCTA5 43017,15377,154621
ZCTA5 60422,3395,154600
ZCTA5 29676,2420,154563
ZCTA5 78266,2501,154494
ZCTA5 22211,40,154473
ZCTA5 94122,22647,154450
ZCTA5 07647,1806,154443
ZCTA5 52573,60,154427
ZCTA5 29466,14632,154320
ZCTA5 33606,8894,154284
ZCTA5 01224,73,154249
ZCTA5 11731,10541,154239
ZCTA5 28036,6527,154215
ZCTA5 60549,55,154193
ZCTA5 21082,222,154181
ZCTA5 19444,4466,154146
ZCTA5 98115,23430,154113
ZCTA5 59106,7758,154107
ZCTA5 78735,7862,154050
ZCTA5 15241,7950,154028
ZCTA5 60605,16266,153980
ZCTA5 92808,7921,153951
ZCTA5 02815,62,153942
ZCTA5 21013,1792,153934
ZCTA5 07723,284,153902
ZCTA5 33432,10751,153895
ZCTA5 92629,11595,153812
ZCTA5 37922,13920,153796
ZCTA5 13607,798,153756
ZCTA5 07748,9584,153753
ZCTA5 10598,10514,153734
ZCTA5 43035,9094,153731
ZCTA5 68520,1075,153706
ZCTA5 20693,306,153686
ZCTA5 92129,18664,153614
ZCTA5 80547,358,153556
ZCTA5 20170,13406,153539
ZCTA5 60610,24277,153502
ZCTA5 07652,8334,153500
ZCTA5 06013,3442,153489
ZCTA5 68130,7873,153336
ZCTA5 43023,4366,153324
ZCTA5 95698,118,153308
ZCTA5 75034,41335,153302
ZCTA5 55129,9316,153260
ZCTA5 01460,3501,153195
ZCTA5 20120,13731,153192
ZCTA5 01581,6950,153175
ZCTA5 06611,11942,153155
ZCTA5 78248,5427,153133
ZCTA5 66013,658,153108
ZCTA5 19436,429,153100
ZCTA5 91320,14893,153090
ZCTA5 07717,876,153047
ZCTA5 60502,8184,153038
ZCTA5 20860,984,153033
ZCTA5 83014,1328,152998
ZCTA5 12788,875,152939
ZCTA5 98332,7088,152914
ZCTA5 55419,11095,152912
ZCTA5 45040,20480,152895
ZCTA5 21043,16881,152881
ZCTA5 91307,8595,152876
ZCTA5 59211,65,152780
ZCTA5 20736,3080,152728
ZCTA5 68118,3447,152698
ZCTA5 30009,7142,152685
ZCTA5 02464,1352,152670
ZCTA5 90277,15650,152626
ZCTA5 06093,1252,152561
ZCTA5 19086,4369,152544
ZCTA5 10579,2871,152422
ZCTA5 84085,133,152414
ZCTA5 27614,12541,152395
ZCTA5 75094,6309,152346
ZCTA5 07666,13164,152341
ZCTA5 80130,9410,152295
ZCTA5 11697,1295,152227
ZCTA5 20754,2304,152201
ZCTA5 84020,14390,152132
ZCTA5 80439,10097,152069
ZCTA5 81657,2447,152068
ZCTA5 53045,8669,152039
ZCTA5 60025,15709,152024
ZCTA5 98116,13120,151980
ZCTA5 89135,12393,151970
ZCTA5 95864,9767,151969
ZCTA5 08889,4428,151935
ZCTA5 90048,11906,151911
ZCTA5 08810,2855,151887
ZCTA5 11764,4412,151849
ZCTA5 07932,4228,151840
ZCTA5 91784,8904,151773
ZCTA5 80124,8877,151756
ZCTA5 21673,1337,151739
ZCTA5 07405,6703,151725
ZCTA5 08536,7742,151724
ZCTA5 05254,72,151697
ZCTA5 91208,5908,151692
ZCTA5 06068,652,151677
ZCTA5 94505,5450,151675
ZCTA5 07921,3870,151661
ZCTA5 10920,2931,151653
ZCTA5 04107,3722,151652
ZCTA5 01760,14830,151642
ZCTA5 68669,217,151564
ZCTA5 85083,6448,151551
ZCTA5 05055,1264,151538
ZCTA5 08036,2313,151497
ZCTA5 60068,14372,151365
ZCTA5 15784,23,151357
ZCTA5 10516,2193,151301
ZCTA5 95119,3429,151296
ZCTA5 90069,12570,151285
ZCTA5 53044,841,151282
ZCTA5 45244,10969,151248
ZCTA5 46278,3427,151217
ZCTA5 02114,7235,151154
ZCTA5 28646,171,151150
ZCTA5 10589,3701,151135
ZCTA5 08061,893,151096
ZCTA5 04855,221,151042
ZCTA5 55020,1437,150970
ZCTA5 91326,12498,150946
ZCTA5 77027,10699,150918
ZCTA5 31025,541,150879
ZCTA5 85263,1577,150870
ZCTA5 92835,8740,150845
ZCTA5 01718,209,150731
ZCTA5 12514,1205,150712
ZCTA5 20119,1309,150677
ZCTA5 10044,5047,150655
ZCTA5 16046,6354,150653
ZCTA5 95004,1240,150634
ZCTA5 98014,2773,150458
ZCTA5 01887,7882,150413
ZCTA5 93604,187,150405
ZCTA5 60201,15032,150365
ZCTA5 55123,9801,150349
ZCTA5 12575,652,150259
ZCTA5 02647,68,150222
ZCTA5 22043,9424,150177
ZCTA5 20868,149,150177
ZCTA5 06410,10231,150167
ZCTA5 95066,5975,150159
ZCTA5 20607,3739,150116
ZCTA5 21108,6505,150114
ZCTA5 29928,7945,150107
ZCTA5 20723,11992,150024
ZCTA5 94596,10256,150006
ZCTA5 08822,10847,149988
ZCTA5 08816,16129,149977
ZCTA5 07927,1720,149852
ZCTA5 07950,7468,149739
ZCTA5 80403,8078,149729
ZCTA5 08501,2405,149685
ZCTA5 40927,201,149652
ZCTA5 28480,1191,149648
ZCTA5 10960,6025,149622
ZCTA5 20181,2745,149574
ZCTA5 94121,17809,149569
ZCTA5 02446,13277,149530
ZCTA5 94945,7282,149509
ZCTA5 06812,4693,149471
ZCTA5 80210,14991,149452
ZCTA5 34201,1666,149449
ZCTA5 94560,14356,149431
ZCTA5 11740,3197,149328
ZCTA5 20613,4471,149253
ZCTA5 94610,15290,149245
ZCTA5 22716,352,149220
ZCTA5 02081,7068,149206
ZCTA5 95065,3055,149192
ZCTA5 06069,1214,149190
ZCTA5 97486,324,149170
ZCTA5 90293,6685,149151
ZCTA5 06078,3873,149121
ZCTA5 60192,5704,149096
ZCTA5 20623,795,149071
ZCTA5 22743,56,149021
ZCTA5 20001,20608,148984
ZCTA5 28668,149,148937
ZCTA5 48380,2771,148913
ZCTA5 19118,4651,148898
ZCTA5 66218,2482,148860
ZCTA5 92620,17026,148852
ZCTA5 96161,6975,148847
ZCTA5 66226,4663,148829
ZCTA5 05445,1595,148823
ZCTA5 40510,465,148813
ZCTA5 92692,17061,148778
ZCTA5 37204,6080,148770
ZCTA5 93021,12064,148757
ZCTA5 94551,16521,148746
ZCTA5 02818,7823,148712
ZCTA5 01803,10625,148658
ZCTA5 77046,938,148606
ZCTA5 21401,16944,148605
ZCTA5 03840,1566,148596
ZCTA5 06231,1354,148592
ZCTA5 94109,33011,148588
ZCTA5 06804,6268,148560
ZCTA5 61011,797,148558
ZCTA5 32081,5476,148539
ZCTA5 33477,7188,148509
ZCTA5 60134,10300,148434
ZCTA5 94901,15784,148419
ZCTA5 95126,14843,148402
ZCTA5 64164,54,148381
ZCTA5 11563,7738,148367
ZCTA5 08043,11035,148353
ZCTA5 21048,3549,148344
ZCTA5 98119,13762,148337
ZCTA5 07630,2639,148307
ZCTA5 02140,9384,148295
ZCTA5 10524,1428,148292
ZCTA5 22714,316,148277
ZCTA5 60661,6384,148266
ZCTA5 06825,7294,148198
ZCTA5 91739,11421,148191
ZCTA5 10595,2347,148181
ZCTA5 80230,4388,148177
ZCTA5 39110,15467,148163
ZCTA5 94542,4321,148157
ZCTA5 22310,11529,148156
ZCTA5 19335,17913,148108
ZCTA5 37046,1901,148108
ZCTA5 47708,234,148018
ZCTA5 03057,929,148017
ZCTA5 33067,8269,148001
ZCTA5 91914,4546,147979
ZCTA5 02650,391,147976
ZCTA5 92064,16032,147969
ZCTA5 99338,6027,147956
ZCTA5 26810,158,147937
ZCTA5 93463,3286,147915
ZCTA5 80202,9529,147834
ZCTA5 01756,2059,147815
ZCTA5 94044,13833,147807
ZCTA5 22031,13179,147800
ZCTA5 92705,15042,147735
ZCTA5 20688,836,147731
ZCTA5 13104,5965,147718
ZCTA5 10591,9356,147702
ZCTA5 02047,72,147669
ZCTA5 08802,1482,147658
ZCTA5 38017,19940,147642
ZCTA5 06468,6653,147619
ZCTA5 52338,1303,147601
ZCTA5 58381,145,147597
ZCTA5 95046,1789,147573
ZCTA5 11758,18658,147558
ZCTA5 03304,2738,147526
ZCTA5 21769,4090,147483
ZCTA5 75054,3803,147473
ZCTA5 91001,12460,147447
ZCTA5 20692,295,147422
ZCTA5 80924,3636,147419
ZCTA5 10968,1196,147394
ZCTA5 55372,12177,147389
ZCTA5 10162,622,147342
ZCTA5 98136,7855,147330
ZCTA5 98020,8590,147323
ZCTA5 27709,330,147310
ZCTA5 94903,12582,147301
ZCTA5 01867,9374,147301
ZCTA5 18435,361,147273
ZCTA5 07082,1979,147269
ZCTA5 68324,35,147254
ZCTA5 31733,507,147233
ZCTA5 34202,8812,147164
ZCTA5 02561,105,147152
ZCTA5 08720,270,147109
ZCTA5 32561,4543,147097
ZCTA5 21774,4695,147089
ZCTA5 19342,8064,147032
ZCTA5 94305,3505,147022
ZCTA5 43082,12189,147009
ZCTA5 11581,6908,146981
ZCTA5 21057,1555,146960
ZCTA5 75028,17046,146953
ZCTA5 60657,36931,146948
ZCTA5 20191,11695,146913
ZCTA5 11001,8733,146902
ZCTA5 28277,26780,146869
ZCTA5 05456,465,146845
ZCTA5 88114,25,146840
ZCTA5 77079,12823,146820
ZCTA5 55442,5334,146820
ZCTA5 78734,8181,146818
ZCTA5 72135,1254,146777
ZCTA5 29492,5756,146753
ZCTA5 91210,160,146747
ZCTA5 03862,1916,146712
ZCTA5 80132,7348,146701
ZCTA5 72718,1359,146680
ZCTA5 07430,9788,146566
ZCTA5 11767,4951,146540
ZCTA5 72201,853,146510
ZCTA5 02873,43,146505
ZCTA5 92675,13592,146490
ZCTA5 95663,1033,146456
ZCTA5 80027,11944,146454
ZCTA5 33133,14081,146442
ZCTA5 98059,14016,146436
ZCTA5 11766,3877,146419
ZCTA5 20639,4694,146407
ZCTA5 27517,11182,146329
ZCTA5 44333,7643,146299
ZCTA5 19352,3191,146293
ZCTA5 22042,12778,146271
ZCTA5 30097,16577,146240
ZCTA5 80109,7931,146220
ZCTA5 97212,11547,146186
ZCTA5 22209,7672,146169
ZCTA5 13355,440,146163
ZCTA5 68022,9512,146103
ZCTA5 11705,2856,146099
ZCTA5 44023,6800,146083
ZCTA5 71339,85,146069
ZCTA5 03810,717,146067
ZCTA5 02127,17109,146037
ZCTA5 19067,20311,146014
ZCTA5 11552,7206,146000
ZCTA5 12777,378,145946
ZCTA5 93013,6449,145945
ZCTA5 20137,667,145883
ZCTA5 92618,20645,145826
ZCTA5 21152,2342,145797
ZCTA5 01590,3338,145793
ZCTA5 95117,10946,145782
ZCTA5 11940,1718,145747
ZCTA5 33704,8038,145715
ZCTA5 20155,11778,145710
ZCTA5 89144,7718,145694
ZCTA5 22302,8491,145679
ZCTA5 06033,11723,145648
ZCTA5 12540,2943,145643
ZCTA5 79707,13849,145641
ZCTA5 06754,694,145549
ZCTA5 58005,348,145509
ZCTA5 55105,10601,145506
ZCTA5 02048,8925,145497
ZCTA5 18441,154,145422
ZCTA5 77030,5089,145401
ZCTA5 95672,2183,145374
ZCTA5 21012,7994,145352
ZCTA5 78255,4702,145342
ZCTA5 68532,196,145341
ZCTA5 84049,2046,145336
ZCTA5 57440,154,145303
ZCTA5 22033,14989,145295
ZCTA5 60622,24297,145243
ZCTA5 76848,40,145188
ZCTA5 02038,12414,145175
ZCTA5 94508,1059,145175
ZCTA5 01907,6157,145173
ZCTA5 11702,5461,145133
ZCTA5 55415,2204,145070
ZCTA5 80528,7327,145048
ZCTA5 91006,10433,145040
ZCTA5 55327,1565,145032
ZCTA5 16332,8,145000
ZCTA5 22030,20145,144972
ZCTA5 07432,2885,144936
ZCTA5 78023,8768,144934
ZCTA5 58422,54,144924
ZCTA5 02874,2463,144921
ZCTA5 77976,17,144871
ZCTA5 01950,7419,144787
ZCTA5 55902,11027,144775
ZCTA5 90742,357,144773
ZCTA5 15015,490,144772
ZCTA5 14774,29,144772
ZCTA5 07977,206,144723
ZCTA5 80921,9258,144720
ZCTA5 41091,6677,144642
ZCTA5 27518,7704,144573
ZCTA5 16870,2692,144568
ZCTA5 60189,11613,144490
ZCTA5 85249,14047,144446
ZCTA5 78209,18787,144416
ZCTA5 01612,1621,144399
ZCTA5 48138,4103,144382
ZCTA5 08512,4264,144370
ZCTA5 77098,8825,144360
ZCTA5 10532,1744,144280
ZCTA5 95136,15687,144240
ZCTA5 21771,10351,144220
ZCTA5 78006,12515,144216
ZCTA5 19301,2579,144165
ZCTA5 23120,3838,144155
ZCTA5 30024,25938,144142
ZCTA5 28270,12654,144099
ZCTA5 94602,11532,144087
ZCTA5 27310,2398,144039
ZCTA5 18340,53,144030
ZCTA5 78620,6416,144005
ZCTA5 59931,143,143950
ZCTA5 44233,2948,143923
ZCTA5 38138,9807,143922
ZCTA5 07976,253,143896
ZCTA5 08560,1545,143882
ZCTA5 80602,11631,143877
ZCTA5 55447,8691,143874
ZCTA5 92121,1850,143870
ZCTA5 12421,123,143844
ZCTA5 08041,320,143833
ZCTA5 07086,6905,143819
ZCTA5 07981,3701,143787
ZCTA5 20690,379,143736
ZCTA5 07718,2471,143717
ZCTA5 06248,2249,143706
ZCTA5 90720,8029,143690
ZCTA5 20677,778,143680
ZCTA5 33767,4049,143679
ZCTA5 75025,18800,143652
ZCTA5 94523,13859,143603
ZCTA5 22203,12900,143601
ZCTA5 19382,20429,143574
ZCTA5 76052,7057,143572
ZCTA5 40245,12469,143514
ZCTA5 22152,9730,143495
ZCTA5 19348,8940,143491
ZCTA5 97219,17694,143475
ZCTA5 12159,3512,143451
ZCTA5 07463,3399,143420
ZCTA5 15228,7115,143418
ZCTA5 90245,6645,143417
ZCTA5 90035,12049,143414
ZCTA5 21087,1984,143394
ZCTA5 18349,123,143379
ZCTA5 07456,4232,143230
ZCTA5 60072,375,143196
ZCTA5 90045,15469,143151
ZCTA5 92676,755,143137
ZCTA5 62536,217,143132
ZCTA5 01879,4181,143130
ZCTA5 91741,8688,143102
ZCTA5 80127,16721,143070
ZCTA5 32814,3417,143004
ZCTA5 84093,7632,142996
ZCTA5 20853,9733,142987
ZCTA5 01564,3143,142987
ZCTA5 91423,15341,142969
ZCTA5 20901,12669,142956
ZCTA5 93105,11390,142920
ZCTA5 44032,387,142907
ZCTA5 21093,15293,142900
ZCTA5 63127,2083,142878
ZCTA5 13087,95,142833
ZCTA5 21163,2439,142828
ZCTA5 23039,428,142816
ZCTA5 80138,11521,142791
ZCTA5 64082,5866,142784
ZCTA5 21156,147,142781
ZCTA5 80113,10701,142762
ZCTA5 01721,7124,142742
ZCTA5 20626,138,142663
ZCTA5 51542,392,142661
ZCTA5 33478,4888,142657
